"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SYMBOL","ENTREZID"
"Gm37914",7.06453449266892,-0.454743020657276,1.46735725803875,-0.303091164895802,0.761820387065493,0.90423138265696,"Gm37914",NA
"Enpp2",4.9736743251521,-0.454582531561673,2.17970098377425,-0.203964917606202,0.838380914275382,0.945816559083031,"Enpp2","18606"
"Itprid2",1609.55664628987,0.454565916178768,0.0938909863382057,4.73491581585258,2.19146041550338e-06,3.56649440170158e-05,"Itprid2","70599"
"Tsc22d3",1226.74961937631,-0.454495754264113,0.108602995569307,-4.09284985127737,4.2610365359054e-05,0.000461906058564588,"Tsc22d3","14605"
"Ank",582.655225021705,-0.454390019006674,0.224365396322145,-1.98065310556454,0.0476301890727538,0.142801101467944,"Ank","11732"
"X2210408F21Rik",30.7853520686823,-0.454351366003825,0.53925553148212,-0.824008916111709,0.409934491832687,0.640032604865384,"X2210408F21Rik",NA
"Phf8",2330.36291474028,-0.454346208883348,0.0740597630806558,-5.99983297812371,1.97520591808126e-09,7.575882218149e-08,"Phf8","320595"
"Nsd3",7277.34857932324,-0.454304745891154,0.0890926694224063,-4.98699554937135,6.13254774784133e-07,1.19708716620609e-05,"Nsd3","234135"
"Rabggtb",1267.26280248322,0.454220446511721,0.101284723367581,4.38585831843131,1.15529305118085e-05,0.000151054384448661,"Rabggtb","19352"
"Bmp2k",3329.28150746258,-0.454141186962222,0.139524325541051,-3.1832527069378,0.00145630452165243,0.00871095959189619,"Bmp2k","140780"
"Zfp120",816.923964420362,-0.454104492586764,0.121397736879623,-3.65826006317675,0.00025393331214587,0.00204784929149895,"Zfp120","104348"
"Rcsd1",10384.6887117566,-0.454067365248312,0.171418263736752,-2.59054872898649,0.0095823054305937,0.0410432787819271,"Rcsd1","226594"
"Zfp420",160.84282126902,0.45405477386256,0.229613261597612,1.93392476886091,0.0531223782653803,0.154859419641281,"Zfp420","233058"
"X1110065P20Rik",119.964307090065,-0.453997208394511,0.250570547957002,-1.7719449153725,0.0764037015729539,0.203123229678257,"X1110065P20Rik",NA
"Ndufab1",1620.84118738837,0.453958666523056,0.129795258786417,3.42045364887793,0.000625167882176436,0.00432985098636884,"Ndufab1","70316"
"Gm16135",1.24116189326088,-0.453941804937709,2.38112339714553,-0.186442166529422,0.852098027969064,NA,"Gm16135",NA
"Clhc1",3.62055585491305,-0.453919585165991,2.36988549292904,-0.187316892099007,0.851412179412894,NA,"Clhc1","73324"
"Kif3b",2360.48364144631,-0.453875980149677,0.10574913242677,-4.19744323157503,2.69945293796581e-05,0.00031521467902527,"Kif3b","16569"
"Gm13307",79.6584615443005,0.453832658239963,0.461062607402825,0.962629914275811,0.335733279826999,0.567239231835056,"Gm13307","102631509"
"Adck1",530.898093594926,0.453743932889566,0.112739710630381,3.93600383049046,8.28496508389399e-05,0.000806724662087284,"Adck1","72113"
"Rbbp8.2",27.8519931641366,0.45359239022867,0.598434354958018,0.741254887112537,0.458538909357554,0.683771639897179,"Rbbp8","225182"
"Vma21",1395.54069914967,0.45358975247934,0.0938844072588472,4.72485011548644,2.30285142648148e-06,3.72731412632533e-05,"Vma21","67048"
"Gm10343",5.59799336235212,0.45348155840727,1.07989668615178,0.41067035772433,0.681314265312065,0.852540436846597,"Gm10343","108168304"
"Zfp267",354.882275999655,0.453440186441081,0.191806199277592,2.31191790521489,0.0207822078084533,0.0751142330648677,"Zfp267","241944"
"Ints14",1862.44066065983,0.453426416681546,0.132191066247582,3.35443558531443,0.000795270665299696,0.00525757049122713,"Ints14","69882"
"Rpl35a.ps4",106.917650989764,0.45341538935888,0.205602078751305,2.15666783162845,0.0310315551580665,0.102626193059815,"Rpl35a","57808"
"Gm10617",0.836125307201125,-0.453398313288764,3.76830345300225,-0.117665235514806,0.906332913415869,NA,"Gm10617","100504406"
"Gm11842",1.07562551283939,0.45331285035652,2.78512550067943,0.159171588586717,0.873533687484228,NA,"Gm11842",NA
"Erfe",187.832338551097,0.453287896893112,0.331013183046085,1.33918502222129,0.180510447143988,0.377009741141194,"Erfe","227358"
"Klc4",959.897037784613,-0.453077505641739,0.0887565874362899,-4.99205206554142,5.97411446366834e-07,1.16946108604828e-05,"Klc4","74764"
"Snord37",27.7358530677561,-0.453067828084407,0.409417282540599,-1.08219131672946,0.279167526058538,0.504241483784355,"Snord37","100217454"
"Mtrr",692.141053694328,0.453053123116678,0.179617132107791,2.46665291844652,0.013638248108936,0.0540373588429294,"Mtrr","210009"
"Tgm4",13.5595739315399,0.452999188823407,0.57967679254005,0.764217568349176,0.444737598813172,0.671833515970684,"Tgm4","331046"
"Gtdc1",566.332900236663,-0.452830222442816,0.148104715046362,-2.98998058437367,0.00278995180254007,0.014936288156971,"Gtdc1","227835"
"Brms1l",507.668275050023,0.452775496198749,0.140303789751051,3.15583418654899,0.0016003981286682,0.0093835154478285,"Brms1l","52592"
"Dnal1",73.4585418710669,0.452748661438919,0.336717966521641,1.31489467583983,0.188545302349134,0.388667549951123,"Dnal1","105000"
"Il4ra",5665.22798718222,-0.452671400589995,0.125426965479843,-3.52931603580201,0.000416635259365128,0.00311313706583594,"Il4ra","16190"
"Zfp987",74.3087526972094,-0.452607994938102,0.32712282220776,-1.35303306553462,0.176045067210856,0.3701048778749,"Zfp987","626316"
"Gm47574",0.524545134710825,-0.452600004802113,4.69253192289013,-0.0943200839280632,0.92485489636682,NA,"Gm47574",NA
"Fzd5",185.846902414236,-0.452583673191078,0.161704484997761,-2.73699070991881,0.0062004044006882,0.0287312173546851,"Fzd5","14367"
"Lrsam1",926.252772629057,-0.452524817551655,0.112092095773531,-3.94786817480624,7.88501998532925e-05,0.000771401059385111,"Lrsam1","227738"
"Gm37879",2.88379445795773,-0.45250563294683,1.94289110342003,-0.227756271140414,0.819835723803911,NA,"Gm37879",NA
"Brip1os.1",155.593840343258,0.452463053476872,0.218808577619246,2.02214674712987,0.0431611938491489,0.132528503800108,"Brip1os","74038"
"Nek4",655.312344356659,0.452358304163455,0.104324168562843,4.24022841741593,2.23292448270777e-05,0.000267358240139563,"Nek4","23955"
"Wtip",6.78647126994691,-0.452312584246025,1.55117029853579,-0.285147662164199,0.775531015941933,0.912105003729248,"Wtip","101543"
"Gm22033",0.592696586660089,-0.452309906317387,4.69254302000911,-0.0942580397092511,0.924904180923058,NA,"Gm22033",NA
"Smim26",120.362036069795,0.452304658408789,0.244338356270778,1.810213775518,0.0702626421751506,0.190806154316761,"Smim26","228715"
"X9430091E24Rik",25.5921195784994,-0.452282446138764,0.449757918465635,-0.983378897802679,0.325420992140461,0.556263743876314,"X9430091E24Rik",NA
"Emid1",162.105974322975,-0.452189429072452,0.407689809425922,-1.08462222711701,0.278089006409337,0.503301080069232,"Emid1","140703"
"X9530082P21Rik",46.5384266578158,-0.452156623477463,0.675133523178274,-0.654917299019544,0.512521001763339,0.729060861492376,"X9530082P21Rik",NA
"Tirap",1562.21927710449,-0.452120154710119,0.148221389783105,-2.98283638655043,0.00285590619497082,0.0152261185882951,"Tirap","117149"
"Zfand2b",1199.82190307971,-0.45203179375108,0.0741513066817004,-5.96121381445821,2.50371103046129e-09,9.42537393815135e-08,"Zfand2b","68818"
"Mtag2",0.524413201976937,-0.452001688361686,4.69255507745964,-0.0941921151836471,0.924956548099998,NA,"Mtag2","50994"
"Gm40773",8.7808432996447,-0.451973169103093,0.877625890944532,-0.503600877849474,0.614541875577324,0.805950190761565,"Gm40773","105245298"
"Gm6382",8.91401550158688,0.451948592638349,0.695593336773324,0.635354839205955,0.525197014906064,0.738486010659405,"Gm6382","623006"
"Lncpint",13.9963723594464,-0.451901511290404,0.75279877564465,-0.587011463869594,0.557196007479714,0.763609877498453,"Lncpint","232685"
"Gm22596",15.3015696019977,-0.451801031944703,0.64563794948591,-0.684286034141096,0.49379456410717,0.713675364297819,"Gm22596",NA
"Cfap45",48.4252372179771,-0.451741827081428,0.327589438657523,-1.34846174800905,0.177509915307776,0.372203995820165,"Cfap45","71870"
"Gid8",3621.88784067216,-0.451629148767121,0.39497022013424,-1.11813277623063,0.263510289768745,0.487325212268619,"Gid8","76425"
"Gm9826",74.0524343839351,0.451624042734659,0.324203653397672,1.36218095664998,0.173140784157685,0.365323803578503,"Gm9826","545302"
"Ciart",96.3149975729286,0.451597614697731,0.271231216975394,1.62812238068376,0.103498938833153,0.253374584802729,"Ciart","229599"
"Fam222b.1",277.01194222968,0.451583699858574,0.310310631683159,1.42303761061416,0.154725252623391,0.338201726739214,"Fam222b","216971"
"Islr2",7.5021853475613,0.451548064472086,1.13925880746439,0.38757485268411,0.698330681690534,0.863976003016402,"Islr2","320563"
"Dedd2",3165.37919934418,-0.451530169554924,0.112509205521757,-3.92439149763208,8.69492367229649e-05,0.000838771112041619,"Dedd2","67379"
"Rnps1",6809.91956716085,0.451447755191772,0.100515369431396,4.3918433339,1.12393677309642e-05,0.000147512258328594,"Rnps1","19826"
"Tnik",760.350497036018,-0.451419613489343,0.245179718920399,-1.80039203663765,0.071798757354413,0.19396227250411,"Tnik","665113"
"Gm38384.1",23.6971095105746,0.451360438447578,0.727061183326749,0.607047176453685,0.543819604419755,0.753019618198231,"Gm38384",NA
"Hist1h2bq",44.9734485450916,-0.451301787716861,0.313221233187688,-1.40891402292776,0.158860592534663,0.344510378015958,"Hist1h2bq",NA
"Zfp607a.1",21.0401967748027,0.451290338242699,0.750091613021571,0.588315254539458,0.556320708350875,0.763124225857612,"Zfp607a","545938"
"Gm39228",3.43479883750729,-0.451161350347301,1.94029681845825,-0.227367970792142,0.820137623706968,NA,"Gm39228","105243259"
"Atad2b",2850.414438487,-0.451086298624546,0.0927912526943557,-4.75353318138119,1.99892280347597e-06,3.286659918552e-05,"Atad2b","320817"
"Hmga1b",4062.02154760522,0.450947505803502,0.167199653578725,2.63725131222167,0.00835808849154578,0.036697066483194,"Hmga1b","111241"
"Hars",2559.17345891055,0.450762459740732,0.133583929574281,3.29951709869143,0.000968513272580955,0.0062160997234936,"Hars","15115"
"Gm15559",25.9778006217641,0.450700348290801,0.478348539256627,0.921295482527588,0.356896179011215,0.587699048843958,"Gm15559","100504049"
"Crb2",7.97427211491659,0.450637372123558,1.51507188367955,0.290835951000168,0.771176788313508,0.909509966892423,"Crb2","241324"
"Gm5499.1",15.2761377300117,0.450578915946783,0.782236434567623,0.563229857978056,0.573278373758873,0.775461982882834,"Gm5499","433144"
"Cry1",983.058281971665,-0.450575753755727,0.0869169286622703,-5.06892915495962,4.00060090320078e-07,8.2190563110313e-06,"Cry1","12952"
"Crygn",5.39096489126693,-0.45055397830803,1.53459353428799,-0.28708186791132,0.774049635401677,0.911279749894572,"Crygn","214301"
"Gm21984",5.99185579144117,-0.45054931554503,1.44543355284479,-0.304786971824457,0.760528404706009,0.903266235341405,"Gm21984",NA
"Fam205a2",7.11272824079494,0.450545988622436,0.71015005209664,0.620356201230673,0.535023301372444,0.746160158757322,"Fam205a2","545611"
"Wfdc3",6.21546174050543,0.450525373117935,1.67047749806048,0.263712246126877,0.79200165844085,0.920571051571121,"Wfdc3","71856"
"Xrcc5",1038.63964755961,-0.450366640458237,0.129081389212792,-3.41154246281226,0.000645964392856909,0.00443686234749449,"Xrcc5","22596"
"X4931440P22Rik",115.610380702426,-0.450309786510739,0.419343622780466,-1.04999757380655,0.2937192282303,0.522035250876452,"X4931440P22Rik",NA
"Tmem177",354.721275185728,0.450254175378142,0.182206492478162,2.41623758511738,0.015681825258065,0.0602873816466571,"Tmem177","66343"
"D630033A02Rik",13.5815609569209,0.450166550946048,0.589065224669713,0.747228884870684,0.454925411148626,0.680622564260353,"D630033A02Rik","402753"
"Wipf1",5952.89684557196,-0.450143766692926,0.0593482041536571,-7.41629461193736,1.20442423585948e-13,1.22508837716099e-11,"Wipf1","215280"
"Bst2",1451.66623164601,0.450119801584411,0.144536670436574,3.04503902196602,0.00232650122302809,0.0128561652138037,"Bst2","69550"
"Hpse2.2",37.5311932145638,-0.450064691348775,0.396573575700441,-1.10966720506155,0.267142459744879,0.491372271186756,"Hpse2","545291"
"Marveld2.1",126.204017785455,0.450009453683907,0.482039448202529,0.912807977282052,0.361343542042554,0.592436670147203,"Marveld2","218518"
"Zfp629",583.118527959309,0.449936723714732,0.169826238445681,2.59051091127739,0.00958335834691262,0.0410432787819271,"Zfp629","320683"
"AA474408",48.0896417707454,-0.449721153376697,0.382863339031165,-1.14850681313445,0.250759402041518,0.471873717230886,"AA474408","767812"
"Gm13831",1.43899826738806,-0.449682479104775,2.28656237360149,-0.192289737721979,0.847515256515161,NA,"Gm13831",NA
"X4930557K07Rik",11.9335922605043,-0.449673399781308,0.817351143962689,-0.537924737768984,0.59062900917025,0.788696308660961,"X4930557K07Rik",NA
"Col23a1",7.01152911060383,-0.449498153865755,1.04490391101349,-0.420611071729522,0.67403910761794,0.847193136051381,"Col23a1","237759"
"Kazald1.1",8.68503737161692,0.449473242482274,0.935039952426643,0.470004775027784,0.638351606047234,0.822212967948981,"Kazald1","107250"
"Nfkb2",2876.8414295278,-0.449470892854653,0.0675029167209625,-6.51039857538747,7.49516618928701e-11,4.09275522178172e-09,"Nfkb2","18034"
"Gm28041",139.752652483684,0.449323693095306,1.51414457338681,0.290146463433565,0.771704191187399,0.909923439199151,"Gm28041",NA
"Tmem42",113.425066823117,0.449260162548243,0.290883598019569,1.51008914060081,0.131020680066867,0.300665909250111,"Tmem42","66079"
"Pabpc4",6659.71836404721,0.449173041551263,0.204582155243357,2.14668303317488,0.0318185244295958,0.104616444606895,"Pabpc4","230721"
"Mir7031",1.83360586828486,0.4490847941233,1.36870710062849,0.320802598248872,0.748359990269357,NA,"Mir7031","102465624"
"Grk3",2137.16511298325,0.449028915284692,0.0945194572416984,4.64485226742297,3.40319894444612e-06,5.28565704320786e-05,"Grk3","320129"
"Fcho1",18.0311416998205,-0.449026645646473,0.529189033673478,-0.829621586446861,0.40675276810055,0.637182541000031,"Fcho1","74015"
"Disp1",557.276224698502,0.449019524446603,0.150625180987196,2.91464894229022,0.00356088848358724,0.0182260572359238,"Disp1","68897"
"X6030442K20Rik",23.5452211698427,-0.44899234255519,0.55670175195574,-0.788559297708285,0.430369628057313,0.658340040649301,"X6030442K20Rik",NA
"Gm4869",2.35611358225358,0.448954676778068,3.21324635029199,0.136607850418372,0.891340770944659,NA,"Gm4869",NA
"Gm14434",49.0940645362031,0.448919265419469,0.286027927926782,1.53453289894064,0.124898606088753,0.290641031326862,"Gm14434","668039"
"Gm5141",118.969512091739,0.448834538023813,0.218648902099942,2.00702831712929,0.0447466479139353,0.136242545005746,"Gm5141","380850"
"Pbxip1",4600.08818503706,-0.448775907570283,0.103147720696381,-4.25385946105232,2.10117204232631e-05,0.000253190010907496,"Pbxip1","229534"
"Gm14023",70.8449152628347,-0.448747125830961,0.358937514812688,-1.22234959491465,0.221575451811129,0.434305234129416,"Gm14023","100503468"
"Gm26528",1.38992480129503,0.448740071999893,2.2246753716056,0.197215323008338,0.843659040066219,NA,"Gm26528",NA
"Slc18b1",38.8999370865627,-0.448690424127494,0.539235887679026,-0.813540853179675,0.415908033424952,0.645964947123336,"Slc18b1","76306"
"Gm21378.1",33.9060805680293,-0.448689861974811,0.387962891653937,-1.13075211937053,0.258159437777572,0.481078431422058,"Gm21378","100861986"
"Gm48798",8.46714208663676,0.448684975370968,0.813117119185787,0.539510194804709,0.589534864390388,0.787894398821368,"Gm48798",NA
"Ubtf",4488.77879958628,0.448675908170497,0.100542793262686,4.36307659589659,1.28246016406021e-05,0.00016549159455379,"Ubtf","21429"
"Tsn",3001.59312944144,0.448634790784879,0.102756105825288,4.26869807163257,1.96617190872699e-05,0.000239706622244918,"Tsn","22099"
"L3mbtl2",1971.70068467191,0.448617535618044,0.116152026322821,3.7762366228463,0.000159215745870397,0.00138753747451102,"L3mbtl2","214669"
"Gm37240.1",6.85127299230217,0.44858607753305,1.11261168717836,0.39419510201742,0.693437001574804,0.86082259428878,"Gm37240",NA
"Chp1",8707.23446198881,-0.448543026239174,0.113824014105118,-3.85281638226335,0.000116766954408837,0.00107589445114714,"Chp1","56398"
"Nomo1",8791.65700815773,0.448533846923943,0.111975844150755,3.91632543831093,8.99088620198077e-05,0.000862361529060631,"Nomo1","211548"
"Gm22887",0.661299769105883,0.448490774891601,3.30286722224891,0.132760642613128,0.894382681403666,NA,"Gm22887","115490231"
"Kif18a",1018.19516281105,-0.448435168818973,0.132313261225482,-3.31361471071151,0.000920983202571744,0.00595339609139056,"Kif18a","228421"
"Gm43180",4.87937096957812,-0.448190828978767,1.31126594549474,-0.334173880198984,0.738248352727688,0.889256226935505,"Gm43180",NA
"Wasf2",9978.90531592068,-0.448168459023352,0.0815294249742843,-5.3743597377457,7.68552821717543e-08,1.96155855481415e-06,"Wasf2","242687"
"Agk",642.70118037484,0.448150786915783,0.131988374746172,3.3196165022745,0.000901411839833964,0.00585045868076008,"Agk","69923"
"Gm12924",0.525231248783991,-0.448066814445027,4.6923165764134,-0.0933583246806136,0.925618897954928,NA,"Gm12924","102633376"
"Tbc1d8",11879.5599609383,-0.44801732951138,0.153609810997504,-2.85149318697162,0.00435144187635936,0.0215794402256677,"Tbc1d8","54610"
"Msl3l2",254.838074118936,0.448003313567178,0.184396475859623,2.37533451507295,0.0175330523895184,0.0656342841570461,"Msl3l2","73390"
"Tpst1",272.459853729547,-0.447922132244421,0.283260695592628,-1.54600387225703,0.122103632639835,0.28580376506222,"Tpst1","22021"
"Gm21814",7.96400517261623,0.4478842299414,0.72005668002029,0.608124668642836,0.543104792210997,0.752448717258342,"Gm21814","436100"
"Flad1",1245.93946759091,0.447781396040967,0.139140404768886,3.14632832043378,0.00165334294162897,0.00965846453795077,"Flad1","319945"
"X9430041J12Rik.1",0.661399171915506,-0.447686539587918,4.66567397485876,-0.0938099279860563,0.925260145074455,NA,"X9430041J12Rik",NA
"Eml2",2364.56280173991,-0.44760067579352,0.0941799342871552,-4.64643216313225,3.37725120775351e-06,5.24928558508504e-05,"Eml2","72205"
"Gm43775",22.5274244626193,-0.447398213349903,0.567721757688839,-0.770444689543914,0.441036152677651,0.668510595056707,"Gm43775",NA
"Gm17300",236.106708350759,0.447397286194755,0.241010132526046,1.81485019575883,0.0695469340464384,0.189432775198687,"Gm17300",NA
"Smt3h2.ps",5.92133992641669,-0.447285068683462,0.885237529679739,-0.493974841805072,0.621323947155879,0.810643354092334,"Smt3h2",NA
"Tef.1",13.1509577406721,0.447284975586086,0.797968779219128,0.547997599622885,0.583693551033672,0.783157996220418,"Tef","21685"
"Ankrd10",2116.13606045224,0.44727765994865,0.111164799812839,3.93359823149834,8.36836163554154e-05,0.000813699643568355,"Ankrd10","102334"
"AC133103.5",104.845580465141,-0.447242044173536,0.305446785687392,-1.4314835338324,0.152291682842933,0.334715858382678,"AC133103",NA
"Gm13669",321.742199447964,-0.447128462680684,0.198544195674725,-2.20166830460676,0.0276887471784061,0.0942752037101387,"Gm13669","623453"
"B4galt5",1746.80586902552,-0.447029992991704,0.121663915169056,-3.59210857536878,0.000328013123566789,0.00255586643410097,"B4galt5","56336"
"Comt",2366.35734685925,0.446956466480816,0.127407494601431,3.4295978258402,0.000604476486618151,0.00420619956315447,"Comt","12846"
"Wfikkn2",14.5011671178023,-0.446929343613518,0.938809746846682,-0.465407762415225,0.641639476390215,0.823938308997893,"Wfikkn2","278507"
"Hk3",14932.0076480246,-0.446929055297907,0.173191450358079,-2.52280960979622,0.0116421414271915,0.0475914961808953,"Hk3","212032"
"Catsperg1",62.7915053338827,-0.446928617488688,0.360658644104127,-1.21147413109705,0.225713743230207,0.440101500848224,"Catsperg1","320225"
"Isca2",1180.65461831629,0.446842204144827,0.0994948763368162,4.39060000100911,1.13038314200723e-05,0.000148264539801833,"Isca2","74316"
"Gm16144",17.4820311129799,-0.446832127267547,0.566648050629756,-0.77090555024775,0.440762917082205,0.668457135612904,"Gm16144","100502720"
"Gm50394",2.78904907360862,-0.44682143142778,1.89717779192269,-0.230248020658667,0.817899048983587,NA,"Gm50394",NA
"E230013L22Rik",31.1078549300535,-0.446809307986606,0.847755196276011,-0.515254061438263,0.606375495822114,0.800288410576315,"E230013L22Rik","102132"
"Gm2830",96.9562031310855,-0.446787116574731,0.734614069053044,-0.594580385776945,0.552123994268098,0.759870855015125,"Gm2830","100040543"
"Nub1",3713.44635353025,-0.446759405563393,0.0656194410240209,-6.6559452312846,2.81485067188027e-11,1.70286155806168e-09,"Nub1","53312"
"X3110001I22Rik",169.318554640353,0.446702580230688,0.23575766699598,1.85233670571627,0.063977487994398,0.178048937216169,"X3110001I22Rik",NA
"Scrg1",3.57916552296534,-0.44664783027161,1.75451795895297,-0.248870539080823,0.80346092482964,NA,"Scrg1","20284"
"Mettl27",328.151801274974,0.446484969366329,0.335455912458443,1.30116940305949,0.19320047584776,0.395394996926819,"Mettl27","79565"
"Fkbp1a",2646.22476839684,0.446477611295794,0.18417256200013,2.36993831521704,0.0177910532033613,0.0664084105000443,"Fkbp1a","14225"
"Klf3",3164.59528948903,-0.446431189671818,0.101430064392501,-4.302779380904,1.68668781871928e-05,0.00020995064330189,"Klf3","16599"
"Arglu1",3701.47053190842,0.446401131150639,0.12225247108513,3.56967124899056,0.000357429500369702,0.00274894815888485,"Arglu1","234023"
"Smarcad1",1237.21622029304,0.446353145619706,0.115643858981388,3.77324960843736,0.000161134930493232,0.00140236456506057,"Smarcad1","13990"
"Elp3",2220.94536184785,0.446293474082061,0.111196938007913,3.92361050491349,8.72317253212911e-05,0.000840869081925999,"Elp3","74195"
"Add3",5792.89768873216,-0.44627689057185,0.119073916839379,-3.66391651632952,0.000248387773407165,0.00201329933523385,"Add3","27360"
"Ifnz",4.81728875728807,0.44626448913647,0.996385580318866,0.437847052139048,0.661497159957193,0.838079501105859,"Ifnz","319146"
"Cldn34c1",55.2098636333893,0.44624856744086,0.273648806667737,1.59419137526352,0.11089317767584,0.26687931301017,"Cldn34c1","73061"
"Ylpm1.1",10.5843303400441,0.446223383737017,0.974439466223851,0.447665964749427,0.654394288456994,0.832804640726933,"Ylpm1","56531"
"Rdh10",315.605873925961,-0.44620584052547,0.158911556471367,-2.74495983936868,0.00605183032045366,0.0281748887479052,"Rdh10","98711"
"Hpse2.1",1.74526021309272,-0.446170035789047,4.60160895830615,-0.0947864192157694,0.924484474196296,NA,"Hpse2","545291"
"Gm4221",200.587306511035,-0.446012341921782,0.219804808420641,-1.98363423009102,0.0472966303806613,0.142006233598426,"Gm4221","100043089"
"Gm45553",7.07780764910189,-0.445864683125273,0.690056823532597,-0.631635929478906,0.527624803119329,0.740194352290317,"Gm45553",NA
"Snx14",1962.32662164293,-0.445723741773445,0.124567772728809,-3.49788498444168,0.000468963327207353,0.00342038279070389,"Snx14","244962"
"Itgb2",35307.1667960807,-0.445696606359942,0.137561288648212,-3.16729081736182,0.00153866362032738,0.00908314939453574,"Itgb2","16414"
"Minpp1",2132.41289091681,0.445652056105533,0.172623878095648,2.52370680644855,0.0116124734603468,0.0474795712910729,"Minpp1","17330"
"Gpr4",15.5892052500951,-0.445644521292955,0.725036891653183,-0.600858420182765,0.547934289425027,0.756664215730687,"Gpr4","319197"
"Maf",174.310045284101,0.445554014609118,0.248313095903945,1.75405172660569,0.0794216442147233,0.208871878004501,"Maf","17132"
"Mir692.3",14.9639076687555,0.445529831048652,1.3420951079866,0.324514878607993,0.745548259735781,0.894226958931645,"Mir692",NA
"Sec23b",3831.88459957713,0.445507163011442,0.112386658798238,3.87507883647726,0.000106590185176246,0.000994937625914131,"Sec23b","27054"
"Gm3892",74.2228758598447,-0.445502436615435,0.23021022419192,-1.89175975195771,0.0585229980871601,0.166418008813015,"Gm3892","100042536"
"Gm44198",4.52012648219126,-0.445417102413259,1.3640172186614,-0.319216719889036,0.749562179058654,0.896189340396791,"Gm44198",NA
"Cracr2a",3050.16605957026,-0.445402183728954,0.165076229179364,-2.63758256348263,0.00834992965314068,0.0366845310825046,"Cracr2a","381812"
"Gm47806",23.6111381848499,0.445385081530831,0.402132249682136,1.08269128346453,0.278945474271098,0.504057458555,"Gm47806",NA
"Mtx1",1286.42943007995,0.445352139464536,0.123896380293858,3.51384066614349,0.000441677658619799,0.00325368966114243,"Mtx1","17827"
"n.R5s87",0.722148041823072,0.445338686446161,3.85547209182026,0.112914495573648,0.91009834402343,NA,"n",NA
"Abcf2",3518.6343390005,0.445322368924437,0.108878656711942,3.99823420007983,6.38167913170733e-05,0.000647454553792047,"Abcf2","27407"
"Mrpl55",574.214780200339,0.445154187112108,0.16260640265404,2.6761196361864,0.00744800533803397,0.0334370642068812,"Mrpl55","67212"
"Slc35b1",1593.00175177834,0.445089675468544,0.123213259646265,3.53119198954437,0.000413691356804087,0.0030944829321142,"Slc35b1","110172"
"Gm47192",0.83586938256948,-0.445015297004761,2.6551919016215,-0.163835727556679,0.869860465162346,NA,"Gm47192",NA
"Sh3tc1",811.253719362963,0.444817064168446,0.178517547839287,2.43571049138484,0.014862574534347,0.0578174768630858,"Sh3tc1","231147"
"Gm37012",0.790467327041235,0.444798755912433,3.97753505068302,0.109313620212541,0.912953743966969,NA,"Gm37012",NA
"Prickle1",152.562723061903,-0.444735111689051,0.352829125631348,-1.23214065990482,0.217896545162336,0.429663908782522,"Prickle1","106042"
"Psat1",5545.12529076835,0.444719286766938,0.209542386285851,2.07461265700156,0.0380224481044658,0.120177577786392,"Psat1","107272"
"Ccdc32",339.317218712575,0.444685538398604,0.169468044943444,2.56500001840271,0.0103175799543986,0.0434788351043403,"Ccdc32","269336"
"Gm37758",4.26472718353876,-0.444681868867787,0.910049523231975,-0.477646389313019,0.632901907503352,0.817959397897256,"Gm37758",NA
"Celf2.1",266.016839929059,-0.444652430322324,0.419736538017804,-1.03553632089062,0.300418513304158,0.529354972067024,"Celf2","14007"
"Ddit4",2418.55359995641,-0.444643191351299,0.209856723455182,-2.07114255952882,0.0383454756095722,0.12101423861576,"Ddit4","74747"
"Sema4d",7199.07338503321,-0.444593909568607,0.117679955219908,-3.69301559264264,0.000221610429343872,0.00182839618643552,"Sema4d","20354"
"Dubr",2518.27646047053,-0.444572619343765,0.146940855175402,-2.95746624602817,0.00310178707004013,0.0163107150794051,"Dubr","68190"
"Gm42457",4.13626293020321,0.444572516339603,0.975809202726539,0.445345785964459,0.6560698845269,0.833955007717074,"Gm42457",NA
"Vwa5a",1728.26906631008,0.444403533180722,0.102885607068132,4.22219925176762,2.41930092920645e-05,0.000286532501604075,"Vwa5a","67776"
"Wrn.1",4719.21440798969,-0.444296893977157,0.107177423700295,-4.05213037394518,5.07533681520761e-05,0.000533772118173126,"Wrn","22427"
"Ctsd",32296.5271257466,0.444240811374416,0.100490396900349,4.32121699952116,1.55170976961661e-05,0.000194321952246825,"Ctsd","13033"
"D3Ertd751e",319.671075314835,0.444107229406167,0.176372589291335,2.46130779816983,0.0138431547379263,0.054701317024272,"D3Ertd751e","73852"
"Prps2",1776.73365519533,0.444000596988585,0.100336597554971,4.32544662231358,1.52223127090263e-05,0.000191432114371089,"Prps2","110639"
"Purg",131.992382305561,-0.443996718142961,0.277073817801508,-1.56635773667316,0.117264891311443,0.277341599753857,"Purg","75029"
"Gm9029",15.3921552433602,-0.443983989520306,0.533149221603256,-0.81400098121733,0.415644388851066,0.645793379076616,"Gm9029","668186"
"Atxn7l1",4968.52543475178,-0.443709076139977,0.0750514909928946,-5.77882025263212,7.52262414915491e-09,2.53800122075688e-07,"Atxn7l1","380753"
"Rassf6",83.4898025531739,0.443619934454886,0.349530821861413,1.24057710317408,0.214762014734429,0.425382952056072,"Rassf6","73246"
"Gm45754",2.30486558510246,-0.443601489255951,1.25189673460135,-0.346355635629984,0.729075461731592,NA,"Gm45754",NA
