"","SEDM_2P_1","SEDM_2P_2","SEDM_2P_3","SEEM_2P_1","SEEM_2P_2","SEEM_2P_3","SEEM_4P_1","SEEM_4P_2","SEEM_4P_3","PERKi_1","PERKi_2","PERKi_3","T_1","T_2","T_3","P1_dP_redoA_1","P2_dP_redoA_1","P3_dP_redoA_1"
"L3mbtl2",1095,921,1000,3043,2854,3003,3082,3230,3355,1908,1845,1416,1507,1543,1267,1053,666,1420
"L3mbtl3",436,465,344,1037,1152,1173,1577,1599,1607,526,611,554,621,569,518,901,529,843
"L3mbtl4",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Lacc1",164,188,192,443,527,544,855,781,786,610,707,729,297,329,320,2133,1248,1856
"Lactb",538,516,447,818,767,782,944,997,950,659,906,653,592,510,597,670,415,630
"Lactb2",783,772,633,1393,1555,1650,1783,1864,1990,1070,1204,896,1005,806,762,1089,667,1037
"Lactbl1",0,0,0,6,5,3,8,4,0,0,0,3,0,0,0,10,8,19
"Lad1",42,33,18,204,229,256,10,18,0,70,187,111,3,0,0,71,60,110
"Lag3",385,367,357,132,122,124,31,21,9,253,239,275,99,99,103,375,198,594
"Lage3",622,593,619,1036,1131,997,1057,918,939,767,739,696,869,731,735,637,389,802
"Lair1",3888,4039,3783,980,1161,1214,1478,1459,1240,2060,2368,2559,4982,4896,4770,6088,3657,6444
"Lair1.1",26,35,14,122,101,73,72,31,43,74,52,18,107,98,19,0,0,0
"Lalba",6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lama1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lama2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lama3",0,2,0,2,0,5,3,0,3,0,0,0,0,0,0,0,0,0
"Lama4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,6
"Lama5",170,421,406,268,536,281,1781,1136,1181,151,512,546,1011,632,603,1623,637,2347
"Lamb1",4,0,0,0,0,0,8,0,9,7,0,0,3,0,10,39,18,100
"Lamb2",0,9,0,19,22,25,55,33,43,10,9,11,7,15,5,42,26,30
"Lamb3",1370,1114,1389,284,350,476,426,416,465,450,529,672,1069,953,1455,208,128,245
"Lamc1",890,859,659,2511,2548,2626,3747,4537,4341,2369,2022,2114,768,647,926,5667,3180,5154
"Lamc2",11,0,8,5,0,0,0,0,0,6,0,9,3,0,0,2,0,0
"Lamc3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Lamp1",17946,19622,19462,14351,15886,18045,17450,16988,17552,19670,21300,23487,20058,20106,21962,56856,34457,51873
"Lamp2",11688,12953,12963,12973,11807,13186,16143,16736,17661,10357,9381,12237,12504,10576,13214,18650,11846,18000
"Lamp3",0,3,0,0,0,4,0,6,3,3,0,0,0,0,0,9,0,5
"Lamp5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lamr1.ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lamtor1",4303,4342,4503,3415,3802,3999,3564,3356,3229,4649,4679,5175,4034,4067,4333,6546,3687,6128
"Lamtor2",2005,2114,1764,2026,1992,2280,2171,1964,1806,1629,1631,1833,2348,2055,2326,1993,1116,2075
"Lamtor3",1010,1102,1057,1301,1311,1434,1433,1440,1440,1391,1374,1539,1311,1148,1164,1589,1004,1635
"Lamtor3.ps",1,0,1,2,1,3,3,0,2,2,0,2,0,0,2,1,0,1
"Lamtor4",2865,2903,2994,1737,1807,1935,2290,2100,1966,2241,1878,2651,3131,2726,3285,2934,1749,2843
"Lamtor5",777,785,841,1121,1246,1058,1543,1453,1418,792,838,1003,966,737,814,1161,716,1191
"Lancl1",986,941,1093,1604,1565,1493,1224,1021,1018,1056,1406,1020,1384,1217,1003,946,594,1066
"Lancl2",635,702,577,1266,1195,1060,1028,1074,1045,1112,1239,884,667,581,679,624,345,731
"Lancl3",3,0,6,32,25,22,10,0,0,8,12,4,0,0,0,7,0,0
"Lao1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lap3",239,233,163,2007,1856,1693,2215,2461,2494,1020,1134,715,505,350,269,584,360,757
"Laptm4a",4636,4962,5025,5453,5272,4350,4411,3805,3922,4782,4359,5617,5050,4188,4983,9777,5536,9053
"Laptm4b",257,308,353,233,301,418,905,926,915,132,94,132,710,438,344,303,188,250
"Laptm5",46072,47908,47929,49288,55129,49644,33816,32588,32848,52723,50224,49355,41875,43389,37557,83299,44275,84571
"Large1",109,74,85,169,161,166,180,223,200,75,125,145,119,99,130,697,490,613
"Large2",4,0,0,41,55,37,19,12,7,9,13,0,0,0,0,7,5,16
"Larp1",8422,8102,7549,20453,23029,24371,29092,32186,31857,15275,15105,12061,10411,10686,9282,11194,7073,12324
"Larp1b",2438,2361,2574,1547,1691,1631,1270,1249,1278,2133,2007,1836,2670,2812,3265,756,433,846
"Larp1b.1",108,107,66,54,35,31,41,35,39,59,58,59,148,106,155,25,16,63
"Larp4",1312,1317,1213,4073,3849,4363,5585,6579,7064,2690,2698,2187,1859,1502,1829,1798,1296,2027
"Larp4b",10142,10208,10281,7464,8093,8082,8152,9045,8352,10242,9420,9720,9835,10525,11772,5341,3307,5522
"Larp6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Larp7",945,742,791,1676,1737,1912,1761,2126,1798,1578,1470,1197,1158,964,1149,711,365,692
"Lars",1522,1468,1285,4715,3914,4259,6234,6726,6981,3896,3928,3188,2045,1704,1855,2074,1259,2540
"Lars2",3978,1539,887,4774,4061,4925,2869,5304,3138,2053,1576,3450,1407,1209,1509,1653,2275,1609
"Las1l",760,685,644,2427,2349,2428,3022,3471,3493,1473,1391,1267,1067,813,769,968,592,1149
"Lasp1",20589,20280,20237,9514,10439,10124,8487,8650,8756,18738,17618,21551,15475,16549,19922,16275,9499,16275
"Lat",205,155,96,1064,961,855,259,229,191,541,561,453,288,238,137,979,500,1348
"Lat2",559,484,347,1695,1579,1431,683,696,590,879,793,835,394,430,343,2862,1714,3632
"Lats1",2046,2017,1917,1863,1964,2248,2254,2408,2334,2042,1980,1865,1772,1904,2085,1973,1141,2080
"Lats2",2770,2822,2959,960,1010,1056,1075,1225,1198,2039,2025,2661,1988,2261,2626,0,0,0
"Lats2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2337,1404,2335
"Lax1",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,430,441,572
"Lax1.1",286,182,168,158,144,166,120,92,151,948,893,1219,83,80,86,0,0,0
"Layn",236,206,211,487,479,619,719,694,727,222,217,262,312,292,252,663,454,581
"Lbh",2944,3044,3272,1238,1376,1287,1030,964,937,1584,1593,1714,2538,2337,2002,2086,1005,2022
"Lbhd1",2,3,4,4,11,3,7,6,6,0,3,2,2,1,2,10,6,11
"Lbhd2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lbp",9729,9620,9132,3084,4098,5449,6128,5586,5547,5888,5293,7530,10387,10595,10298,2704,1601,2392
"Lbr",14521,17349,18797,11063,10180,10816,10946,11833,12839,11958,6616,13796,12911,13127,15898,5267,3006,6236
"Lbx1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lbx2",39,37,51,10,17,27,5,5,3,8,15,0,57,63,48,20,12,5
"Lca5",42,50,46,88,66,56,83,94,77,78,83,84,22,17,31,112,31,102
"Lca5l",0,0,0,0,8,6,6,3,0,3,0,0,5,0,0,0,0,0
"Lcat",2,3,0,33,30,29,19,25,10,18,14,20,12,1,3,27,4,23
"Lce1a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce1a2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce1c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce1d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce1e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce1f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce1g",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce1h",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce1i",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce1j",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce1k",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce1l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce1m",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce3a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce3b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce3c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce3d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce3e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce3f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce6a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lck",217,259,154,351,317,498,280,240,276,193,328,321,68,71,96,218,128,214
"Lclat1",1114,1141,1013,1056,1171,1346,1647,1695,1840,878,1043,990,1204,1132,1061,848,565,990
"Lcmt1",731,670,641,1025,1010,906,1030,979,940,797,697,744,1202,1007,827,599,364,564
"Lcmt1.1",5,3,2,10,1,2,5,2,0,10,29,2,0,7,9,0,0,0
"Lcmt2",259,347,321,594,640,584,586,667,615,493,560,454,458,407,327,456,206,327
"Lcn10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lcn11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lcn12",5,6,8,0,7,0,3,0,2,0,5,0,5,3,10,0,0,7
"Lcn15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lcn2",469008,461976,415618,19247,26743,26797,26488,24404,23964,361056,373408,439477,225657,279057,390479,1,2,14
"Lcn2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310288,177838,275206
"Lcn3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lcn4",22,12,6,0,2,10,5,11,7,11,0,5,8,8,0,0,0,8
"Lcn5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lcn6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lcn8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lcn9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lcor",438,492,399,266,323,416,318,512,503,286,345,482,249,372,513,500,274,602
"Lcor.1",11,14,24,3,7,1,5,13,9,15,36,12,29,10,18,946,467,854
"Lcor.2",413,470,498,957,617,619,910,709,776,526,507,622,662,439,547,718,336,647
"Lcorl",1642,2064,2187,921,920,1070,1041,1014,1325,966,798,939,1799,1733,2027,593,371,679
"Lcorl.1",4,14,10,2,7,6,4,4,10,6,35,3,10,10,7,0,0,0
"Lcorl.2",14,22,12,2,7,8,5,10,3,4,26,18,22,8,11,0,0,0
"Lcorl.3",1,0,4,1,1,0,0,5,4,0,19,3,0,1,1,0,0,0
"Lcp1",87509,96199,86697,28375,33573,40481,56666,58859,58694,68555,71472,86717,60385,66137,81682,118310,71647,121623
"Lcp2",6800,7111,6191,5362,5871,6468,6769,6575,6676,6949,6712,7843,6258,6544,6795,10108,6063,10629
"Lct",521,413,371,18,12,20,18,23,29,168,135,261,116,155,164,30,15,42
"Lctl",4,6,3,6,2,2,5,5,2,5,5,4,2,8,5,1,2,3
"Ldah",942,861,978,1757,1554,1575,1941,1939,2141,1598,1498,1559,1150,1012,1096,1514,882,1608
"Ldb1",5169,4624,4250,15180,16767,13186,7844,7554,7409,9982,10074,7584,4751,4265,3769,7102,4342,7808
"Ldb2",0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Ldb3",0,15,10,0,0,0,0,0,0,0,0,0,12,0,5,0,0,25
"Ldc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ldha",32183,33302,31625,34102,33614,35354,54460,57273,55610,46676,48918,44850,33459,29791,31982,58353,36803,60407
"Ldha.ps",0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0
"Ldha.ps2",36,27,37,57,55,39,88,66,81,91,91,70,52,45,45,0,0,0
"Ldha.ps3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ldhal6b",18,0,5,0,6,7,0,4,9,0,23,0,0,0,8,0,0,0
"Ldhb",266,321,289,183,262,353,432,442,346,222,240,342,670,693,484,507,281,498
"Ldhb.ps",2,4,1,4,2,0,5,2,5,0,3,5,0,7,1,0,0,0
"Ldhc",115,118,125,9,5,0,0,8,0,33,19,30,95,129,128,13,7,12
"Ldhd",161,172,259,61,66,36,71,76,49,58,56,47,180,207,146,110,72,98
"Ldlr",6151,6414,6366,5389,6121,6973,8269,8055,8266,4826,4653,4975,7224,7107,6914,7180,4174,7049
"Ldlrad1",0,0,0,0,5,0,0,3,0,5,0,0,0,0,0,3,0,3
"Ldlrad2",0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"Ldlrad3",308,334,346,433,425,749,868,1146,1155,406,400,460,532,378,328,1080,601,955
"Ldlrad4",640,530,392,1411,1648,1175,601,576,564,1042,1002,813,554,464,472,2341,1328,2159
"Ldlrap1",5511,5090,5412,4554,4858,5241,4997,5014,5001,4000,4228,4187,6129,5644,4861,2766,1833,3302
"Ldoc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leap2",0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,2
"Lect2",0,3,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0
"Lef1",40,38,22,61,52,71,1,7,7,20,49,40,2,5,8,36,9,26
"Lef1os1",3,0,0,1,14,1,0,0,0,3,3,4,0,0,1,0,0,0
"Lefty1",36,19,22,295,201,123,12,26,14,164,186,57,26,20,18,52,23,94
"Lefty2",3,0,0,22,21,0,0,0,0,9,0,4,3,0,0,7,5,8
"Lekr1",63,66,75,84,64,75,73,67,67,83,44,92,149,59,91,79,42,82
"Lelp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lemd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lemd2",2885,3487,3755,2162,2699,2497,2639,2417,2246,2335,2744,2483,2923,2950,2607,4502,2704,4098
"Lemd3",818,948,1010,1061,1006,1001,1094,1062,1209,1013,735,946,955,889,1007,725,428,847
"Lenep",25,339,101,349,116,295,36,27,142,186,77,152,188,99,112,327,227,77
"Leng1",69,70,103,67,142,18,45,54,46,76,238,83,100,20,44,5,118,131
"Leng8",11075,10342,12294,8237,9239,7394,5302,4156,3618,9936,9143,8893,11667,12283,11130,12218,6336,12111
"Leng9",110,144,94,183,134,180,120,141,130,394,313,383,149,159,132,1078,557,957
"Leo1",710,692,543,876,957,1058,1076,1446,1276,863,832,812,652,579,659,347,228,389
"Lep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lepr",0,0,5,0,0,0,5,0,6,0,0,14,0,0,0,19,9,21
"Leprot",1792,1846,1868,4629,4277,3096,1682,1661,1752,2804,2749,2486,1895,1312,1752,3736,2122,3224
"Leprotl1",2853,3059,3305,2685,2551,2489,2866,2659,2703,2502,2384,2822,3298,2749,3183,3473,2075,3608
"Letm1",1169,920,856,2927,3164,2995,3006,3404,3143,2511,2065,2059,1237,1175,1347,1711,1086,1921
"Letm2",253,353,250,305,278,253,99,87,97,233,212,263,187,144,246,234,145,264
"Letmd1",1304,1259,1210,3192,3482,3067,3009,2813,2815,1737,1549,1409,2071,1800,1366,1464,869,1623
"Lexm",0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,2
"Lfng",1216,1232,1363,1357,1403,1255,966,806,847,2014,1896,1595,955,913,776,1432,809,1496
"Lfng.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,27
"Lgals1",1646,1660,1344,7322,7594,9617,12370,11949,12348,1194,1477,1590,2849,2566,1624,6538,3560,6836
"Lgals1.ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lgals1.ps2",0,2,1,3,8,14,6,12,20,1,10,2,1,6,15,0,0,0
"Lgals12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lgals2",0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8
"Lgals3",8910,9681,9869,488,678,570,792,536,586,9389,10208,11566,5781,6217,9326,21492,12990,19111
"Lgals3bp",2310,1895,1217,24702,26597,19397,14232,14367,12119,9439,9358,7556,3305,2620,1702,16152,10890,19469
"Lgals4",3427,3687,3495,1519,1454,1477,1226,1445,1514,1047,1130,2114,3178,3207,2263,1066,875,1094
"Lgals7",2,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Lgals8",2639,2477,2632,2102,2268,1982,2127,1994,1910,1740,1793,1830,2251,2141,2236,2297,1446,2313
"Lgals9",8596,7829,6846,45884,48935,27650,10586,9878,9544,12227,13427,8840,7563,7221,5716,8866,4511,10169
"Lgalsl",80,101,41,350,352,434,667,753,854,175,143,105,167,139,83,251,202,360
"Lgi1",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Lgi2",0,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
"Lgi3",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Lgi4",0,0,7,0,0,0,8,0,0,0,0,0,0,0,7,0,8,0
"Lgmn",3,8,0,1,0,2,0,3,0,0,19,3,7,0,2,2563,1916,2788
"Lgmn.1",426,509,302,153,177,185,228,311,282,866,628,1001,213,184,359,0,0,0
"Lgr4",126,112,142,104,152,151,211,219,200,136,142,142,165,115,160,59,68,101
"Lgr5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lgr6",0,0,0,0,0,0,0,0,8,7,0,3,0,0,0,0,0,0
"Lgsn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lhb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lhb.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lhcgr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lhfp",19,15,8,41,47,33,4,5,18,25,19,11,4,0,0,22,21,65
"Lhfp.1",92,64,43,849,785,843,1379,1502,1629,497,449,291,243,181,101,106,53,111
"Lhfp.2",7,6,6,76,68,88,147,147,203,48,42,22,22,14,11,0,0,0
"Lhfpl1",0,0,0,0,0,0,3,7,3,0,0,0,0,7,0,0,0,0
"Lhfpl2",1461,1437,1422,1500,1760,1350,557,546,702,1710,1541,1807,1351,1244,2022,2291,1546,2462
"Lhfpl3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lhfpl4",0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,3,3
"Lhfpl5",6,8,0,26,14,13,16,10,17,17,17,0,20,0,13,20,13,22
"Lhpp",84,97,67,490,550,464,507,414,415,217,238,165,128,108,83,294,185,302
"Lhx1",6,25,13,3,6,0,0,0,0,28,42,76,3,0,10,80,22,74
"Lhx1os",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Lhx2",0,0,0,3,3,12,0,0,0,0,0,7,0,0,0,0,0,0
"Lhx3",0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0
"Lhx4",0,0,0,0,0,3,5,0,0,5,0,0,0,0,0,0,0,0
"Lhx5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lhx6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lhx8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lhx9",9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"Lias",709,556,615,1267,1232,1326,1315,1252,1400,787,992,749,836,811,719,630,357,624
"Lif",43,36,22,65,62,46,56,13,60,65,99,101,18,21,15,261,164,276
"Lifr",22,24,24,38,36,34,5,24,6,55,38,38,11,0,20,94,71,86
"Lig1",6437,5837,5107,9151,10058,9762,7888,8522,8093,7060,6385,5502,6376,6867,6035,1785,1034,2335
"Lig3",1983,2159,1884,3558,3567,3542,4076,4309,4430,2223,2549,1951,2112,2052,2032,1456,804,1814
"Lig4",280,229,259,235,236,255,234,267,268,367,224,307,288,263,376,190,127,264
"Lilr4b",34807,41335,43426,1264,1377,1562,2932,2161,2603,15596,16576,21690,15517,18368,26395,63051,37806,60755
"Lilra5",14,14,13,0,0,0,0,0,0,59,120,102,25,20,63,648,335,537
"Lilra6",651,702,593,76,67,80,91,69,73,918,894,1184,303,372,481,2648,1588,2190
"Lilrb4a",35355,35496,35691,1839,1778,1900,4115,3674,3809,17820,16558,24563,17360,20385,29910,40892,23362,41997
"Lilrb4a.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52413,32729,48112
"Lim2",0,3,0,12,3,4,0,0,0,0,0,0,6,0,0,0,0,0
"Lim2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lima1",2034,1892,1914,537,641,998,1233,1203,1371,1599,1604,2140,1785,1748,2125,1960,1302,1996
"Limch1",0,2,0,1,0,1,0,0,2,1,1,0,0,0,1,1,1,1
"Limd1",1353,1498,1424,3237,3190,2990,2820,2941,2928,2639,2253,2287,1592,1418,1758,3689,2274,3615
"Limd2",10946,11067,10490,6776,8067,9745,11271,11350,11175,8773,8513,11306,10515,10116,9649,11448,6683,11559
"Lime1",381,46,662,46,45,235,94,108,58,133,38,195,137,245,191,112,135,245
"Limk1",1018,863,895,2423,2856,2960,2820,3002,2743,993,1103,853,1314,1281,1013,1785,962,1874
"Limk2",3711,3835,4250,2876,3139,3010,3099,2955,2942,3026,2945,3319,4056,3931,3784,2163,1245,2351
"Lims1",11689,13253,13381,6000,5178,5170,4806,5077,5191,8961,7394,9639,8601,7935,11206,8056,5227,8155
"Lims2",0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,17
"Lin28a",4175,4704,4731,402,619,666,537,511,447,1838,1552,2202,4096,4070,4770,272,153,285
"Lin28b",8,3,6,0,0,13,50,29,72,0,0,0,7,0,0,0,0,0
"Lin37",1060,1112,952,1284,1228,1225,890,812,868,969,1173,951,984,1081,778,657,417,728
"Lin52",411,488,550,476,492,405,413,425,448,391,395,393,563,468,514,225,154,305
"Lin54",2042,2020,2057,1883,2016,1781,1557,1730,1639,1800,1825,1839,1743,2000,2429,809,478,919
"Lin7a",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Lin7b",0,8,12,5,24,22,4,3,15,10,29,7,21,6,3,9,0,13
"Lin7c",2895,3175,3443,2859,2520,2623,3078,3208,3512,2551,2390,2865,3374,3214,3941,2775,1493,2602
"Lin9",909,941,936,786,852,830,767,790,890,959,813,925,925,888,1180,290,216,347
"Lincmd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lingo1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0
"Lingo2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Lingo3",0,0,3,0,8,3,8,12,18,10,0,0,0,0,0,0,0,3
"Lingo4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lins1",615,611,630,522,567,541,587,602,612,558,537,578,535,477,562,504,302,465
"Lipa",1675,1776,1678,2450,2497,2236,2624,2491,2766,2397,2676,2956,1904,1899,2773,10403,6550,9398
"Lipc",12,16,31,20,14,7,9,27,9,57,67,77,33,19,23,55,40,88
"Lipe",1849,1828,1724,1597,2037,1669,1303,1246,1211,1672,1660,1606,1517,1449,1394,1618,913,1534
"Lipf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lipg",18320,20779,18825,2212,3218,3090,2148,2153,1645,1939,2013,2564,17432,17955,16174,611,325,836
"Liph",0,0,3,5,0,5,21,23,28,6,0,0,0,0,0,0,0,0
"Lipi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lipk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lipm",8,9,4,0,0,0,0,0,0,0,3,12,3,4,6,0,0,3
"Lipn",0,0,0,1,0,0,2,0,0,5,4,8,0,0,0,11,11,9
"Lipo1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lipo2",3,2,2,4,3,3,2,1,3,5,13,6,1,0,2,8,6,10
"Lipo3",40,50,31,123,136,120,68,104,82,190,121,175,48,55,50,368,270,342
"Lipo4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lipo5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lipt1",20,46,25,196,194,156,234,196,244,105,154,43,58,50,35,40,34,80
"Lipt2",5,12,4,138,128,119,176,163,209,44,56,70,29,22,15,89,65,139
"Litaf",7782,9002,9280,3166,3260,3232,3936,3955,3878,5332,5175,6366,5073,4846,5737,14169,8123,13087
"Lix1",0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0
"Lix1l",224,206,267,260,233,306,324,264,370,150,143,131,318,214,285,311,205,356
"Lkaaear1",0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,2,0,0
"Llcfc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Llgl1",2381,2264,2396,3360,3780,3120,3363,3014,3083,2057,1946,2196,2697,2398,2226,2573,1514,2536
"Llgl2",344,206,232,437,457,456,439,374,331,337,257,264,378,266,216,260,151,280
"Llph",612,579,544,2058,2087,2502,2816,3252,2984,1279,1345,990,894,790,622,989,503,1014
"Llph.ps1",6,4,2,14,13,15,10,11,16,12,18,7,6,6,2,0,0,0
"Llph.ps2",71,87,51,218,261,269,328,391,363,162,143,127,96,90,82,0,0,0
"Lman1",2691,2657,2745,6371,6456,6708,9737,10350,10019,3984,3527,3533,4270,3231,2839,3874,2535,4596
"Lman1l",11,1,9,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0
"Lman2",6447,6706,6375,13399,13890,14923,18683,18932,18104,9547,8319,8786,10263,7807,6772,11297,6932,12627
"Lman2l",2317,2173,2290,1554,1734,1784,1776,1823,1895,1707,1448,1856,2752,2511,2685,1543,819,1654
"Lmbr1",153,162,122,273,225,208,222,224,228,143,150,194,243,158,244,202,101,191
"Lmbr1.1",1,0,0,0,0,0,0,0,0,0,22,0,0,0,2,0,0,0
"Lmbr1l",1370,1446,1762,589,574,583,720,588,687,919,997,1313,1041,957,1177,1493,817,1346
"Lmbrd1",1115,1107,1112,1239,1107,1071,1065,1081,1025,1284,1204,1551,1017,754,1059,2616,1561,2269
"Lmbrd2",1277,1220,1107,1146,987,1066,1053,1073,1032,1098,1103,1085,929,1052,1279,829,425,841
"Lmcd1",19,19,26,28,17,22,4,0,7,41,65,40,2,3,3,11,23,30
"Lmf1",472,412,442,746,917,841,1235,1075,1058,652,637,637,716,601,446,1315,810,1354
"Lmf2",3499,3174,3415,3291,3651,3247,2483,2273,2544,3957,3844,4021,3325,3241,3148,3022,1801,3577
